run_id,blind_id,condition,model,bucket,mech_class,mech_detail,coder_Q,coder_K,final_class,source,declared,hardcoded
M1_C3_KP4_T1_A_r04,B0205,C3,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M3_C3_KP1_T3_B_r09,B0206,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C1_KP6_T1_B_r06,B0207,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,Y,0
M3_C3_KP3_T3_A_r03,B0208,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C1_KP2_T2_B_r06,B0209,C1,M3,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,Y,0
M1_C3_KP4_T1_A_r05,B0210,C3,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M3_C1_KP1_T3_B_r06,B0211,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M1_C1_KP5_T1_A_r05,B0212,C1,M1,numeric_wrong,CV,currency_wan,CV,CN,CV,mechanical,Y,0
M1_C1_KP1_T1_A_r01,B0213,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP1_T3_B_r08,B0214,C3,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C2_KP6_T3_can_r03,B0215,C2,M3,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,N,0
M1_C1_KP3_T3_A_r01,B0216,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP6_T2_can_r02,B0217,C2,M1,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,Y,0
M1_C1_KP4_T3_B_r08,B0218,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP4_T3_B_r09,B0219,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C2_KP3_T3_can_r07,B0220,C2,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C1_KP3_T2_A_r05,B0221,C1,M1,numeric_wrong,CV,percent_x100,CN,CD,CV,mechanical,Y,0
M1_C2_KP3_T2_can_r06,B0222,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C2_KP4_T3_can_r03,B0223,C2,M3,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,Y,0
M1_C1_KP1_T1_A_r04,B0224,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP6_T1_B_r08,B0225,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M1_C3_KP1_T3_B_r07,B0226,C3,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M2_C3_KP2_T3_A_r02,B0227,C3,M2,numeric_wrong,CV,silent_alt:rf_geometric,CN,CV,CV,mechanical,N,0
M1_C3_KP5_T1_B_r09,B0228,C3,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C1_KP1_T1_B_r07,B0229,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP3_T3_A_r04,B0230,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C4_KP3_T1_can_r03,B0231,C4,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C3_KP1_T1_A_r01,B0232,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CD,CD,adjudicated:minimax-m3,Y,0
M2_C3_KP4_T3_A_r03,B0233,C3,M2,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M1_C1_KP3_T3_B_r09,B0234,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C2_KP5_T2_can_r07,B0235,C2,M1,numeric_wrong,CV,sign_flip,CN,CV,CV,mechanical,N,0
M2_C3_KP6_T1_A_r02,B0236,C3,M2,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CD,CD,ai_agree,N,0
M2_C3_KP6_T3_A_r01,B0237,C3,M2,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CN,CD,adjudicated:minimax-m3,N,0
M1_C3_KP5_T2_A_r04,B0238,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C1_KP1_T3_A_r05,B0239,C1,M1,numeric_wrong,CV,percent_x100,CV,CV,CV,mechanical,N,0
M1_C3_KP5_T2_A_r01,B0240,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C1_KP2_T3_B_r08,B0241,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C1_KP4_T1_A_r02,B0242,C1,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M2_C3_KP2_T3_A_r05,B0243,C3,M2,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M3_C1_KP3_T1_B_r09,B0244,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M2_C1_KP6_T3_B_r09,B0245,C1,M2,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,N,0
M1_C2_KP5_T3_can_r07,B0246,C2,M1,numeric_wrong,CV,sign_flip,CN,CV,CV,mechanical,N,0
M3_C1_KP1_T3_A_r05,B0247,C1,M3,numeric_wrong,CV,percent_x100,CV,CV,CV,mechanical,N,0
M3_C1_KP4_T3_B_r06,B0248,C1,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M1_C1_KP3_T3_B_r07,B0249,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C1_KP6_T3_B_r06,B0250,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CN,CN,ai_agree,Y,0
M1_C1_KP5_T2_A_r04,B0251,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C3_KP6_T1_B_r07,B0252,C3,M2,numeric_wrong,UNMATCHED,no_numeric_detail,VZ,CN,CD,adjudicated:minimax-m3,N,0
M3_C3_KP4_T1_B_r08,B0253,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M1_C2_KP5_T2_can_r05,B0254,C2,M1,numeric_wrong,CV,sign_flip,CN,CV,CV,mechanical,N,0
M3_C2_KP4_T3_can_r06,B0255,C2,M3,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M3_C3_KP6_T1_A_r01,B0256,C3,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,N,0
M1_C3_KP2_T3_B_r08,B0257,C3,M1,numeric_wrong,CV,silent_alt:rf_geometric,CN,CV,CV,mechanical,N,0
M1_C2_KP4_T1_can_r09,B0258,C2,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C3_KP1_T1_B_r10,B0259,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CD,CD,adjudicated:minimax-m3,N,0
M1_C1_KP5_T3_B_r06,B0260,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP1_T2_B_r09,B0261,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C1_KP5_T1_B_r08,B0262,C1,M3,numeric_wrong,CN,hardcoded_constant,CD,CN,CN,mechanical,Y,1
M3_C1_KP4_T1_A_r04,B0263,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP5_T3_can_r09,B0264,C2,M1,numeric_wrong,CV,sign_flip,CN,CV,CV,mechanical,N,0
M1_C3_KP4_T3_A_r02,B0265,C3,M1,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,Y,0
M2_C2_KP2_T3_can_r06,B0266,C2,M2,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M3_C3_KP5_T2_A_r05,B0267,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C1_KP4_T3_A_r05,B0268,C1,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M1_C1_KP2_T3_B_r07,B0269,C1,M1,numeric_wrong,CV,silent_alt:rf_geometric,CN,CV,CV,mechanical,N,0
M1_C1_KP3_T2_A_r04,B0270,C1,M1,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,Y,0
M1_C1_KP4_T3_B_r09,B0271,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C1_KP6_T3_A_r02,B0272,C1,M2,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,N,0
M2_C2_KP4_T3_can_r04,B0273,C2,M2,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M3_C1_KP5_T1_B_r06,B0274,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C3_KP2_T3_B_r09,B0275,C3,M1,numeric_wrong,CV,silent_alt:rf_geometric,CN,CV,CV,mechanical,N,0
M2_C2_KP4_T1_can_r08,B0276,C2,M2,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C1_KP5_T1_B_r10,B0277,C1,M1,numeric_wrong,CV,currency_wan,CN,CN,CV,mechanical,Y,0
M3_C1_KP6_T2_B_r10,B0278,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CV,CD,adjudicated:minimax-m3,N,0
M2_C1_KP1_T2_A_r05,B0279,C1,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP3_T1_B_r07,B0280,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C3_KP2_T3_B_r06,B0281,C3,M2,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M3_C3_KP2_T3_B_r06,B0282,C3,M3,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M2_C3_KP3_T1_A_r03,B0283,C3,M2,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C1_KP6_T1_A_r05,B0284,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,N,0
M1_C1_KP2_T2_A_r04,B0285,C1,M1,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M1_C2_KP6_T3_can_r07,B0286,C2,M1,numeric_wrong,CV,silent_alt:ddof_0,CV,CV,CV,mechanical,N,0
M3_C3_KP5_T2_B_r07,B0287,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP1_T1_A_r03,B0288,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP6_T1_can_r04,B0289,C2,M1,numeric_wrong,CV,rf_geometric,CV,CV,CV,mechanical,Y,0
M3_C3_KP4_T3_B_r09,B0290,C3,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M3_C3_KP5_T2_A_r03,B0291,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C3_KP2_T3_A_r03,B0292,C3,M2,numeric_wrong,CV,silent_alt:rf_geometric,CN,CV,CV,mechanical,N,0
M2_C2_KP2_T2_can_r02,B0293,C2,M2,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M1_C2_KP5_T1_can_r06,B0294,C2,M1,numeric_wrong,CV,sign_flip,CN,CV,CV,mechanical,N,0
M1_C3_KP1_T2_A_r04,B0295,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C2_KP3_T3_can_r06,B0296,C2,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C3_KP1_T3_B_r07,B0297,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CD,CN,mechanical,N,1
M2_C3_KP2_T3_B_r09,B0298,C3,M2,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M1_C3_KP6_T2_B_r10,B0299,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CD,adjudicated:minimax-m3,N,0
M2_C1_KP4_T3_A_r01,B0300,C1,M2,numeric_wrong,CV,vega_approximation,CV,CV,CV,mechanical,Y,0
M1_C2_KP4_T1_can_r01,B0301,C2,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M2_C1_KP4_T1_B_r07,B0302,C1,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,N,0
M3_C3_KP4_T1_B_r09,B0303,C3,M3,numeric_wrong,CV,discrete_discount,CV,CN,CV,mechanical,Y,0
M1_C3_KP4_T1_B_r10,B0304,C3,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C4_KP6_T2_can_r03,B0305,C4,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C1_KP5_T2_A_r05,B0306,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP4_T1_A_r01,B0307,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C1_KP2_T2_A_r01,B0308,C1,M1,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M2_C2_KP3_T2_can_r07,B0309,C2,M2,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,Y,0
M1_C2_KP3_T2_can_r02,B0310,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP3_T3_A_r05,B0311,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP3_T3_A_r01,B0312,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP5_T3_can_r01,B0313,C2,M1,numeric_wrong,CV,sign_flip,CN,CN,CV,mechanical,Y,0
M1_C2_KP4_T1_can_r04,B0314,C2,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C2_KP6_T2_can_r05,B0315,C2,M1,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,Y,0
M3_C2_KP6_T3_can_r02,B0316,C2,M3,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,Y,0
M2_C3_KP6_T2_B_r07,B0317,C3,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M1_C1_KP1_T3_A_r02,B0318,C1,M1,numeric_wrong,CV,percent_x100,CV,CV,CV,mechanical,Y,0
M3_C2_KP4_T3_can_r07,B0319,C2,M3,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M3_C1_KP2_T2_B_r07,B0320,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CD,CN,mechanical,N,1
M3_C3_KP4_T3_B_r10,B0321,C3,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M2_C3_KP4_T3_A_r05,B0322,C3,M2,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M1_C1_KP6_T2_B_r07,B0323,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C1_KP5_T1_A_r04,B0324,C1,M2,numeric_wrong,CN,hardcoded_constant,CN,CD,CN,mechanical,N,1
M1_C3_KP1_T3_A_r05,B0325,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M2_C3_KP3_T3_A_r04,B0326,C3,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP1_T1_B_r06,B0327,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP3_T3_B_r10,B0328,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C1_KP1_T1_A_r05,B0329,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP3_T3_B_r09,B0330,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C3_KP1_T1_B_r07,B0331,C3,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP3_T3_B_r06,B0332,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C2_KP3_T3_can_r02,B0333,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C3_KP5_T1_B_r07,B0334,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C3_KP5_T1_B_r08,B0335,C3,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C2_KP1_T3_can_r08,B0336,C2,M3,numeric_wrong,CN,hardcoded_constant,CV,CN,CN,mechanical,Y,1
M1_C1_KP3_T1_A_r03,B0337,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C2_KP4_T3_can_r03,B0338,C2,M2,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M1_C3_KP2_T3_A_r04,B0339,C3,M1,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M3_C3_KP6_T1_A_r02,B0340,C3,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CN,CD,adjudicated:minimax-m3,Y,0
M1_C2_KP3_T3_can_r03,B0341,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M1_C1_KP4_T1_A_r01,B0342,C1,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M2_C1_KP5_T1_A_r05,B0343,C1,M2,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M1_C2_KP6_T3_can_r03,B0344,C2,M1,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M3_C1_KP6_T1_A_r01,B0345,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CN,CN,ai_agree,N,0
M1_C3_KP1_T1_B_r07,B0346,C3,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C3_KP6_T1_A_r04,B0347,C3,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,Y,0
M2_C2_KP3_T3_can_r05,B0348,C2,M2,numeric_wrong,UNMATCHED,unmatched,CN,CD,CD,adjudicated:minimax-m3,Y,0
M3_C1_KP1_T1_B_r06,B0349,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CD,CD,ai_agree,N,0
M1_C1_KP5_T3_A_r01,B0350,C1,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C1_KP2_T1_B_r09,B0351,C1,M1,numeric_wrong,CV,percent_x100,CV,CV,CV,mechanical,N,0
M2_C3_KP6_T2_A_r03,B0352,C3,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,N,0
M1_C3_KP5_T1_A_r03,B0353,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP1_T2_B_r08,B0354,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C2_KP3_T3_can_r09,B0355,C2,M3,numeric_wrong,CV,silent_alt:duration_plus_convexity,CV,CN,CV,mechanical,N,0
M2_C1_KP5_T3_B_r10,B0356,C1,M2,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M2_C1_KP2_T1_A_r04,B0357,C1,M2,numeric_wrong,CV,percent_x100,CV,CV,CV,mechanical,N,0
M1_C1_KP5_T2_B_r08,B0358,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C1_KP3_T2_B_r07,B0359,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C3_KP1_T1_A_r02,B0360,C3,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CD,CD,ai_agree,Y,0
M1_C1_KP4_T3_B_r10,B0361,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C3_KP6_T1_B_r10,B0362,C3,M2,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CD,CD,ai_agree,N,0
M1_C3_KP4_T3_A_r05,B0363,C3,M1,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M1_C3_KP3_T1_B_r09,B0364,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C1_KP3_T3_B_r07,B0365,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C1_KP6_T3_B_r09,B0366,C1,M1,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,N,0
M1_C4_KP6_T2_can_r07,B0367,C4,M1,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,N,0
M1_C3_KP6_T2_A_r04,B0368,C3,M1,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,Y,0
M1_C4_KP4_T1_can_r02,B0369,C4,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M3_C1_KP3_T1_A_r01,B0370,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP6_T1_B_r08,B0371,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C3_KP1_T2_A_r04,B0372,C3,M2,vis_failure,VZ,figure_missing,CN,CN,VZ,mechanical,Y,0
M3_C3_KP5_T1_B_r06,B0373,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C1_KP1_T3_B_r10,B0374,C1,M3,numeric_wrong,CV,percent_x100,CV,CV,CV,mechanical,N,0
M1_C3_KP1_T3_A_r04,B0375,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M1_C3_KP5_T1_A_r05,B0376,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C1_KP6_T2_A_r05,B0377,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CD,adjudicated:minimax-m3,N,0
M2_C3_KP4_T1_B_r10,B0378,C3,M2,numeric_wrong,CV,vega_per_pct,CN,CN,CV,mechanical,N,0
M1_C3_KP4_T3_A_r01,B0379,C3,M1,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,Y,0
M1_C2_KP6_T3_can_r10,B0380,C2,M1,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M1_C3_KP1_T2_B_r06,B0381,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C3_KP6_T2_B_r09,B0382,C3,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CV,adjudicated:minimax-m3,N,0
M1_C2_KP3_T2_can_r01,B0383,C2,M1,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,Y,0
M1_C2_KP1_T2_can_r06,B0384,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP1_T3_B_r06,B0385,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C1_KP6_T2_A_r04,B0386,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP1_T3_B_r10,B0387,C3,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C1_KP1_T3_B_r08,B0388,C1,M3,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,Y,0
M2_C3_KP6_T1_A_r04,B0389,C3,M2,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CD,CD,ai_agree,N,0
M1_C1_KP6_T2_A_r01,B0390,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C1_KP4_T3_A_r03,B0391,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C1_KP3_T1_B_r07,B0392,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M1_C1_KP3_T3_B_r08,B0393,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C2_KP2_T2_can_r02,B0394,C2,M3,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,Y,0
M3_C3_KP2_T3_B_r10,B0395,C3,M3,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M1_C1_KP3_T3_A_r02,B0396,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C1_KP3_T3_A_r02,B0397,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C1_KP4_T3_B_r08,B0398,C1,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M2_C2_KP3_T3_can_r03,B0399,C2,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C2_KP2_T3_can_r02,B0400,C2,M2,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M3_C3_KP5_T3_A_r03,B0401,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C3_KP4_T3_B_r07,B0402,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C1_KP4_T3_B_r06,B0403,C1,M2,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,Y,0
M3_C2_KP4_T3_can_r02,B0404,C2,M3,defensible,CV,declared_alt:vega_approximation,CV,CN,CV,mechanical,Y,0
M3_C2_KP3_T2_can_r03,B0405,C2,M3,numeric_wrong,CN,hardcoded_constant,CN,CD,CN,mechanical,Y,1
M1_C3_KP3_T1_B_r08,B0406,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C1_KP5_T1_A_r01,B0407,C1,M1,numeric_wrong,CV,currency_wan,CN,CN,CV,mechanical,N,0
M3_C3_KP4_T1_A_r02,B0408,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
